client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-2583,Retail Holdings Corp,Retail,99623703,769-727-8602,1593160480
CL-2584,Retail Holdings Corp,Healthcare,"24,174,916",(457) 822-5047,16/04/2025
CL-2585,Energy Solutions Inc,Finance,"""1,593,111.00""",504-250-8641,03/02/25
CL-2586,Transportation International,Banking,"$30,222,844.00",217-409-9463,21/06/22
CL-2587,Telecommunications Partners,Aerospace,"""91,108,658.00""",363.960.3218,15/07/2021
CL-2588,Construction Group LLC,Manufacturing,77534666,638.823.2676,28/05/2020
CL-2589,Construction Holdings Corp,Pharmaceuticals,"$72,665,302.00",+1-287-685-6971,1715502880
CL-2590,Aerospace Holdings Corp,Energy,"€21,526,614",(950) 857-5757,05-May-2017
CL-2591,Retail Solutions Inc,Manufacturing,"65,714,670",(523) 614-2588,07/06/18
CL-2592,Manufacturing Solutions Inc,Real Estate,"57,243,095",(980) 879-3938,15/11/2024
CL-2593,Retail Group LLC,Real Estate,"""6,410,958.00""",949.388.5815,17-Sep-2023
CL-2594,Real Estate Systems,Automotive,"$56,832,266",(993) 430-6164,16-Feb-2016
CL-2595,Insurance Partners,Healthcare,"""93,350,005.00""",+1-291-694-4914,04-Aug-2019
CL-2596,Technology Solutions Inc,Retail,"""10,848,166.00""",721.201.6641,31-Jul-2019
CL-2597,Banking International,Technology,"$90,801,979",816-882-2916,2021-09-26
CL-2598,Aerospace Group LLC,Automotive,"""97,210,554.00""",519.320.9840,07/05/22
CL-2599,Pharmaceuticals Group LLC,Automotive,"$52,354,247",+1-985-956-1653,04-Jun-2021
CL-2600,Telecommunications Solutions Inc,Telecommunications,"$53,578,740",(822) 914-6536,26/03/22
CL-2601,Energy Group LLC,Banking,"8,448,247",(679) 507-5319,1694939680
CL-2602,Aerospace International,Banking,"$6,712,322",(242) 895-2924,2019-02-24
CL-2603,Construction Group LLC,Pharmaceuticals,"$51,811,116.00",543.750.5516,1726648480
CL-2604,Healthcare Solutions Inc,Pharmaceuticals,"$89,073,374.00",+1-502-665-3603,2021-04-26
CL-2605,Manufacturing Systems,Technology,"€40,764,133",+1-914-258-9713,2020-06-14
CL-2606,Healthcare International,Banking,"$46,494,237",790-478-7901,30/08/17
CL-2607,Insurance International,Banking,"$1,372,592",(213) 341-7297,06/10/21
CL-2608,Telecommunications Partners,Construction,"30,002,011",(610) 249-6417,1624696480
CL-2609,Automotive Holdings Corp,Construction,"18,349,748",856.289.8027,2017-08-23
CL-2610,Aerospace Solutions Inc,Automotive,"€8,878,883",+1-442-854-1472,21-Oct-2016
CL-2611,Real Estate Holdings Corp,Insurance,"63,745,566",+1-575-436-2836,2018-01-12
CL-2612,Transportation Partners,Manufacturing,"""89,796,599.00""",(479) 845-3245,26-Mar-2022
CL-2613,Healthcare International,Healthcare,"$85,640,612.00",935.761.7378,19-Jul-2019
CL-2614,Energy Group LLC,Energy,"€81,143,816",579-352-3020,1481013280
CL-2615,Insurance Partners,Retail,"$57,371,321",(517) 754-7931,31/05/16
CL-2616,Finance Group LLC,Automotive,"9,440,661",573.227.2163,1632558880
CL-2617,Real Estate Solutions Inc,Energy,"""57,807,216.00""",739.650.2013,2025-03-26
CL-2618,Manufacturing Holdings Corp,Aerospace,"$77,123,950.00",926.584.5328,12/11/2022
CL-2619,Real Estate Solutions Inc,Banking,"€99,695,626",737-852-9708,10/12/2024
CL-2620,Energy Solutions Inc,Manufacturing,"""32,548,073.00""",930.821.9108,28/08/2023
CL-2621,Real Estate Solutions Inc,Pharmaceuticals,"€33,599,792",689.685.2453,22/06/17
CL-2622,Energy Partners,Manufacturing,"$30,127,109",+1-906-923-8848,18-Sep-2023
CL-2623,Construction International,Finance,"$44,239,585",+1-604-671-7161,23/02/23
CL-2624,Banking International,Retail,"$88,470,440.00",(339) 444-3987,2024-04-05
CL-2625,Retail Group LLC,Retail,"$38,433,364",(417) 504-9104,20/07/2022
CL-2626,Construction Holdings Corp,Manufacturing,"""45,057,731.00""",906-550-3078,22/05/2016
CL-2627,Retail International,Healthcare,"$17,685,559.00",+1-933-602-5658,1751704480
CL-2628,Real Estate Partners,Real Estate,"$30,305,626.00",(624) 943-9294,2023-07-22
CL-2629,Telecommunications Holdings Corp,Retail,"$32,949,215.00",+1-543-829-6131,05-Aug-2021
CL-2630,Real Estate Systems,Pharmaceuticals,"$98,700,383",707-476-1303,1743150880
CL-2631,Manufacturing International,Finance,"$58,673,347",214-240-5015,11-Jul-2016
CL-2632,Aerospace Partners,Technology,43286809,(861) 800-4422,02/03/2019
CL-2633,Transportation Systems,Aerospace,"58,344,434",957.835.6160,1749976480
CL-2634,Finance Group LLC,Retail,80252562,+1-303-333-2652,2022-12-15
CL-2635,Telecommunications Holdings Corp,Technology,"$34,752,783.00",916-274-3989,28/08/25
CL-2636,Transportation Holdings Corp,Banking,"€41,288,298",365-549-7515,26/11/2023
CL-2637,Transportation Group LLC,Finance,"€61,431,696",(759) 864-8914,2019-12-11
CL-2638,Energy Systems,Automotive,"€99,151,718",940-461-7063,1691397280
CL-2639,Energy Systems,Telecommunications,"84,689,067",+1-993-596-4158,26/10/22
CL-2640,Construction International,Automotive,"$78,031,592",627-285-7294,21-Dec-2015
CL-2641,Real Estate Systems,Banking,"""55,539,646.00""",711-881-9564,22-Sep-2022
CL-2642,Real Estate Partners,Technology,"$1,767,842.00",595.736.8313,05-Oct-2025
CL-2643,Energy Partners,Healthcare,"$35,273,033.00",357.379.5205,12-Mar-2022
CL-2644,Construction Group LLC,Insurance,"72,039,251",+1-636-217-9397,1618216480
CL-2645,Retail Solutions Inc,Energy,"""41,037,019.00""",357-417-9399,2016-10-03
CL-2646,Telecommunications Group LLC,Banking,"""82,700,119.00""",964.270.4483,2017-02-15
CL-2647,Real Estate International,Aerospace,"""19,109,926.00""",(544) 356-5402,30/05/2016
CL-2648,Transportation Solutions Inc,Manufacturing,28466847,969.907.9063,14/11/21
CL-2649,Automotive Holdings Corp,Pharmaceuticals,"85,280,319",(246) 343-8081,20/04/17
CL-2650,Manufacturing International,Healthcare,"19,778,677",487-825-1287,11/02/22
CL-2651,Real Estate Systems,Banking,"64,238,694",647.671.6940,20/08/2022
CL-2652,Pharmaceuticals International,Transportation,"28,040,388",734.972.3115,2025-10-18
CL-2653,Retail Systems,Finance,"$23,590,892.00",954-858-6907,1610181280
CL-2654,Transportation International,Technology,14241515,397-916-1040,25-Apr-2016
CL-2655,Transportation Solutions Inc,Transportation,"$73,596,002",501-997-3403,23/03/2020
CL-2656,Automotive Partners,Construction,32617209,942-347-4605,05/05/24
CL-2657,Pharmaceuticals International,Real Estate,5819968,523-479-9882,1511426080
CL-2658,Technology Solutions Inc,Banking,"""57,467,984.00""",(521) 407-9598,09/04/20
CL-2659,Manufacturing International,Healthcare,"44,004,111",259.771.5956,1587285280
CL-2660,Technology International,Telecommunications,"$60,497,896",(737) 223-3548,25/03/21
CL-2661,Pharmaceuticals Solutions Inc,Energy,"€16,370,116",(817) 228-6467,03/10/2018
CL-2662,Energy Systems,Pharmaceuticals,"$69,550,839",(227) 864-9002,2017-03-28
CL-2663,Retail Partners,Finance,"$80,118,626",+1-596-766-4784,14-Aug-2019
CL-2664,Automotive Group LLC,Transportation,6937620,535-671-9372,13-Feb-2021
CL-2665,Insurance Partners,Automotive,"$32,692,245.00",(984) 374-4572,18-Jul-2017
CL-2666,Finance Systems,Manufacturing,"71,437,142",817.891.4647,22-Jun-2020
CL-2667,Retail Solutions Inc,Telecommunications,"""42,790,477.00""",+1-694-252-2677,14/02/25
CL-2668,Healthcare Holdings Corp,Real Estate,"$72,647,438.00",961-238-8174,03/02/19
CL-2669,Insurance Systems,Insurance,"48,937,270",498-469-7750,1611218080
CL-2670,Automotive Solutions Inc,Construction,"30,249,959",526-691-4582,30-Apr-2024
CL-2671,Real Estate Systems,Manufacturing,"€81,721,220",+1-350-878-8195,2017-12-14
CL-2672,Healthcare Holdings Corp,Construction,"€50,430,880",+1-511-857-3681,1512549280
CL-2673,Manufacturing Systems,Telecommunications,"73,147,956",643-598-1392,1674549280
CL-2674,Banking Solutions Inc,Finance,"""85,851,039.00""",757-490-2348,2019-06-03
CL-2675,Automotive Group LLC,Manufacturing,"€11,324,372",296.614.2176,1580373280
CL-2676,Aerospace Holdings Corp,Banking,28299303,+1-660-494-1423,21-Jan-2018
CL-2677,Transportation Solutions Inc,Insurance,"€58,009,298",556-967-1484,1460363680
CL-2678,Healthcare International,Real Estate,56765838,279.201.3286,13/03/21
CL-2679,Construction Group LLC,Insurance,"$92,274,681",(475) 828-9916,01/01/2018
CL-2680,Manufacturing International,Real Estate,13587924,+1-829-273-6364,2020-07-09
CL-2681,Aerospace Group LLC,Automotive,"""33,925,384.00""",264-668-5981,1487147680
CL-2682,Energy Group LLC,Telecommunications,"$18,212,173",268-781-6844,01/08/2021
CL-2683,Pharmaceuticals Partners,Real Estate,"$36,260,096.00",(505) 822-1736,25/09/16
CL-2684,Banking Systems,Healthcare,"""37,384,571.00""",899-461-7542,05/02/2017
CL-2685,Insurance Group LLC,Real Estate,"""9,872,420.00""",482.587.2371,02/01/23
CL-2686,Technology Systems,Healthcare,"62,470,167",+1-677-803-6190,2019-12-10
CL-2687,Retail Partners,Technology,88326280,(297) 726-4183,2020-12-15
CL-2688,Retail Solutions Inc,Real Estate,"$28,666,357.00",532.294.2063,23/04/19
CL-2689,Insurance International,Real Estate,"$74,657,703.00",246.829.7641,1600677280
CL-2690,Telecommunications Systems,Pharmaceuticals,20164667,+1-792-872-4242,26/02/16
CL-2691,Automotive Solutions Inc,Energy,"$27,204,357",714.642.6492,25/03/25
CL-2692,Technology Group LLC,Healthcare,55185820,(237) 305-6161,2021-04-03
CL-2693,Retail Group LLC,Transportation,"$19,877,659",(339) 484-1612,24/05/24
CL-2694,Finance Systems,Energy,"€13,831,991",(828) 975-1759,27/05/2018
CL-2695,Aerospace Solutions Inc,Retail,"$31,578,143",572-385-9470,23/08/2018
CL-2696,Construction Partners,Construction,"$45,728,939",511-390-9201,1717403680
CL-2697,Aerospace International,Technology,"""58,632,927.00""",378.963.1893,03/09/23
CL-2698,Pharmaceuticals Systems,Telecommunications,24803103,(437) 564-7631,1542011680
CL-2699,Construction Solutions Inc,Aerospace,66488223,(361) 578-5035,2017-04-09
CL-2700,Manufacturing Group LLC,Insurance,"55,266,882",914.579.3609,1461659680
CL-2701,Retail International,Manufacturing,"€94,783,578",+1-617-330-6555,1518165280
CL-2702,Healthcare Holdings Corp,Technology,"€11,978,502",+1-668-860-7854,31-Jan-2024
CL-2703,Technology Partners,Pharmaceuticals,"€45,093,693",639-452-1428,25-Mar-2020
CL-2704,Pharmaceuticals Group LLC,Aerospace,"82,660,550",(873) 279-7803,2017-05-28
CL-2705,Retail Systems,Pharmaceuticals,"$12,862,766",223-709-4411,06/07/25
CL-2706,Telecommunications International,Technology,"€65,689,395",219-769-3292,18/08/19
CL-2707,Insurance Group LLC,Energy,40976778,606.388.6297,21-Jan-2017
CL-2708,Transportation Group LLC,Retail,"$15,614,265",(966) 799-5924,2020-09-05
CL-2709,Transportation Partners,Banking,"$77,122,518.00",(835) 619-8397,05-Sep-2020
CL-2710,Automotive Solutions Inc,Healthcare,"""15,419,839.00""",(991) 784-1451,08/12/2023
CL-2711,Retail Group LLC,Retail,37493377,+1-881-629-8897,04-Jun-2023
CL-2712,Insurance Systems,Telecommunications,"$12,893,154.00",+1-272-644-9087,2017-09-02
CL-2713,Aerospace Systems,Technology,"$89,975,182.00",990.225.1779,19/06/2018
CL-2714,Energy Solutions Inc,Construction,"€74,053,533",+1-274-835-1648,20-Jun-2025
CL-2715,Telecommunications Holdings Corp,Technology,"""9,041,483.00""",(402) 276-7970,28/06/2023
CL-2716,Telecommunications Partners,Transportation,11715605,301-918-2415,17/03/2022
CL-2717,Technology Partners,Finance,"22,685,822",(870) 290-5740,31-Dec-2019
CL-2718,Real Estate Systems,Transportation,82546931,687-722-7037,14/06/2023
CL-2719,Insurance Solutions Inc,Telecommunications,"""86,517,115.00""",(829) 313-7208,28/03/20
CL-2720,Transportation Solutions Inc,Technology,"$96,292,774.00",(543) 423-6431,1678091680
CL-2721,Technology Holdings Corp,Telecommunications,"$23,443,981",975.871.9140,20-Mar-2022
CL-2722,Banking Partners,Transportation,"€73,853,850",828.482.9529,2019-02-21
CL-2723,Aerospace Systems,Healthcare,"""59,074,117.00""",879.611.4411,10/10/20
CL-2724,Banking Solutions Inc,Pharmaceuticals,21946328,336-978-6924,2021-06-20
CL-2725,Automotive Solutions Inc,Pharmaceuticals,"$88,766,247.00",427-205-7194,2022-10-05
CL-2726,Construction Partners,Pharmaceuticals,"$73,678,279.00",888-478-2643,1549960480
CL-2727,Telecommunications Systems,Retail,"€17,336,260",+1-365-343-4757,25/11/2021
CL-2728,Telecommunications Holdings Corp,Automotive,"$44,854,589",738.397.6864,2016-02-15
CL-2729,Aerospace Solutions Inc,Real Estate,"$51,066,663.00",921.318.5034,26-Jan-2017
CL-2730,Insurance Systems,Finance,"$80,463,428.00",647.496.2927,14/05/2024
CL-2731,Transportation International,Finance,"""10,769,429.00""",304.836.5713,28/07/25
CL-2732,Pharmaceuticals Holdings Corp,Transportation,64019381,(665) 494-3111,2019-08-10
CL-2733,Manufacturing Partners,Insurance,"$87,231,589.00",(889) 432-8612,15/11/2017
CL-2734,Transportation Group LLC,Transportation,"$81,028,838.00",526.539.6294,20/05/2019
CL-2735,Transportation Systems,Aerospace,57250899,780.852.1800,2019-01-30
CL-2736,Automotive Partners,Banking,"$57,422,263",439.663.5478,07-Sep-2020
CL-2737,Healthcare Group LLC,Energy,"$90,104,753.00",+1-506-801-1959,23/07/19
CL-2738,Aerospace Group LLC,Aerospace,"""54,387,741.00""",+1-508-670-9173,10/07/22
CL-2739,Technology Group LLC,Transportation,"$41,464,166.00",(985) 232-5487,2020-02-04
CL-2740,Construction Partners,Retail,"15,497,174",546.522.8512,1646210080
CL-2741,Finance Holdings Corp,Automotive,"$50,515,955.00",+1-444-981-4488,07-Oct-2020
CL-2742,Healthcare Holdings Corp,Construction,19696461,(431) 247-5579,13/12/19
CL-2743,Real Estate Group LLC,Healthcare,"$66,145,653",(814) 342-3146,11/07/2022
CL-2744,Pharmaceuticals Group LLC,Manufacturing,24634793,(818) 414-8779,2021-04-14
CL-2745,Retail International,Construction,"""68,123,852.00""",(744) 998-6870,2025-05-02
CL-2746,Aerospace Group LLC,Healthcare,"29,406,702",(431) 701-8982,2021-08-25
CL-2747,Manufacturing Partners,Pharmaceuticals,"$51,570,940",548-585-5600,14/03/2024
CL-2748,Real Estate International,Banking,"$20,143,006.00",+1-492-998-6638,1681806880
CL-2749,Insurance International,Transportation,39233775,+1-496-651-5717,14-Feb-2022
CL-2750,Transportation Solutions Inc,Banking,90936616,638.630.8012,1602405280
CL-2751,Insurance International,Automotive,"€75,326,331",(863) 528-8811,13/11/24
CL-2752,Pharmaceuticals Solutions Inc,Healthcare,"65,217,871",896-652-1393,26-Oct-2018
CL-2753,Retail Systems,Finance,"""17,522,764.00""",+1-799-359-2173,17/10/2019
CL-2754,Transportation Partners,Retail,"$12,157,038",(820) 519-4154,19-Aug-2022
CL-2755,Telecommunications International,Insurance,"€33,653,792",274.412.3346,1513326880
CL-2756,Real Estate International,Finance,"€14,862,208",767-406-9141,02/05/20
CL-2757,Healthcare Solutions Inc,Automotive,"$90,563,347.00",597-561-3681,1453970080
CL-2758,Insurance Group LLC,Healthcare,"""25,572,406.00""",553-425-5078,1663144480
CL-2759,Technology International,Energy,"69,626,770",636.363.3698,2022-07-19
CL-2760,Finance Holdings Corp,Pharmaceuticals,"$56,468,928",781-628-6357,2019-05-09
CL-2761,Real Estate Partners,Insurance,"$25,068,341",957-527-1356,21-Feb-2019
CL-2762,Aerospace Solutions Inc,Finance,"€59,664,720",+1-580-204-4048,05/02/2016
CL-2763,Manufacturing Partners,Transportation,"$63,228,848",582.319.9515,2016-03-20
CL-2764,Aerospace International,Pharmaceuticals,13563750,+1-768-896-3359,23/07/2022
CL-2765,Banking Partners,Healthcare,"€54,714,074",+1-655-212-7478,01/04/2017
CL-2766,Healthcare Solutions Inc,Automotive,"$21,340,520.00",937.892.9486,15-Jul-2025
CL-2767,Insurance Group LLC,Retail,"61,580,360",+1-590-223-9347,2018-04-06
CL-2768,Construction Holdings Corp,Automotive,82415077,813.336.1393,19/08/22
CL-2769,Manufacturing Solutions Inc,Aerospace,"$29,876,806.00",(868) 200-2268,1629707680
CL-2770,Banking Systems,Banking,"$73,597,478.00",(421) 736-9348,30-Dec-2015
CL-2771,Healthcare Holdings Corp,Retail,"""52,668,735.00""",277.903.4499,18/02/2020
CL-2772,Real Estate Holdings Corp,Technology,"$68,872,004",(243) 839-1196,12-Apr-2025
CL-2773,Construction Partners,Real Estate,"$36,200,483.00",822-238-3535,1749371680
CL-2774,Healthcare Holdings Corp,Healthcare,"53,245,891",632-315-2395,30/01/21
CL-2775,Real Estate Solutions Inc,Healthcare,"4,769,354",412.583.4106,08/02/2022
CL-2776,Real Estate Systems,Manufacturing,"$74,206,688",+1-573-445-5054,11/09/21
CL-2777,Insurance Systems,Transportation,"$45,983,217.00",268.897.6410,26/07/2019
CL-2778,Construction Group LLC,Construction,"21,350,750",549-409-3581,29/12/2016
CL-2779,Manufacturing Solutions Inc,Technology,"$96,310,744",527.328.9484,2025-02-25
CL-2780,Retail Solutions Inc,Construction,"$76,739,453",+1-939-208-8482,1595147680
CL-2781,Banking Solutions Inc,Transportation,"$68,278,338",526-331-8876,1658565280
CL-2782,Automotive Group LLC,Healthcare,"""19,899,505.00""",+1-891-497-9009,1693643680
CL-2783,Aerospace Systems,Insurance,"17,147,671",(796) 846-8778,1522226080
CL-2784,Technology Solutions Inc,Energy,"€82,792,282",+1-586-736-4842,2017-09-22
CL-2785,Finance Holdings Corp,Finance,"€91,525,052",929-573-4215,2021-07-31
CL-2786,Technology Group LLC,Insurance,95411491,221-570-5661,2025-09-09
CL-2787,Pharmaceuticals International,Insurance,"$12,088,535.00",(963) 918-2575,2022-02-25
CL-2788,Finance Partners,Automotive,"€76,232,398",413-885-5286,05/06/19
CL-2789,Telecommunications Systems,Telecommunications,"$49,070,969.00",814.391.2766,27-Apr-2020
CL-2790,Banking International,Transportation,"""86,036,366.00""",(895) 445-3552,1625042080
CL-2791,Insurance International,Finance,"42,658,222",541-470-3727,2021-06-07
CL-2792,Telecommunications Partners,Automotive,"€12,591,136",964.586.1286,06-Jun-2022
CL-2793,Transportation Solutions Inc,Real Estate,"€88,470,016",+1-258-860-4246,25/07/2023
CL-2794,Transportation Solutions Inc,Healthcare,"97,956,457",(253) 738-4846,2025-06-01
CL-2795,Finance International,Automotive,"""46,086,729.00""",+1-266-543-9908,2017-12-31
CL-2796,Real Estate Partners,Pharmaceuticals,12881015,(603) 374-9745,1676277280
CL-2797,Construction International,Manufacturing,"""62,587,674.00""",987.668.1061,2018-01-07
CL-2798,Pharmaceuticals Systems,Retail,"2,122,998",643-709-4322,2016-03-04
CL-2799,Banking Holdings Corp,Healthcare,"90,558,923",438.685.7687,1612686880
CL-2800,Construction Solutions Inc,Banking,67469934,+1-328-873-9696,2020-06-21
CL-2801,Insurance Systems,Transportation,"$62,725,422",806-362-4015,03/05/2021
CL-2802,Energy Solutions Inc,Pharmaceuticals,"$44,602,595",(763) 856-9810,11/12/2023
CL-2803,Manufacturing Holdings Corp,Finance,64971013,355-644-6287,14/06/2020
CL-2804,Manufacturing Solutions Inc,Automotive,"$96,372,766.00",991-651-2791,30/07/22
CL-2805,Energy Holdings Corp,Construction,72723698,282.863.2870,12-Nov-2019
CL-2806,Aerospace Group LLC,Banking,"€37,207,877",853-385-9566,2019-03-05
CL-2807,Finance International,Insurance,"$3,418,315.00",(948) 353-6568,2024-06-15
CL-2808,Aerospace Solutions Inc,Finance,"89,794,105",+1-552-352-3968,2018-08-17
CL-2809,Finance Solutions Inc,Energy,"$67,904,158",+1-220-339-5287,03-Sep-2018
CL-2810,Retail Partners,Manufacturing,"""4,339,687.00""",706.906.2507,1515314080
CL-2811,Energy International,Banking,"€28,954,684",+1-511-459-7105,1634027680
CL-2812,Pharmaceuticals Partners,Telecommunications,"€70,003,124",+1-965-474-9301,12/08/2023
CL-2813,Energy Partners,Construction,"""59,274,194.00""",+1-730-520-4937,12-Jun-2021
CL-2814,Transportation International,Automotive,"$40,020,810",+1-991-866-7693,08/02/23
CL-2815,Manufacturing International,Banking,"€48,785,681",512.526.1976,1753691680
CL-2816,Construction Solutions Inc,Banking,"""62,456,370.00""",(376) 976-4213,1692347680
CL-2817,Technology Systems,Manufacturing,"€90,517,091",(204) 447-1468,2018-10-15
CL-2818,Finance Systems,Pharmaceuticals,"$41,251,543.00",873.389.2543,27/12/21
CL-2819,Insurance Systems,Technology,31037513,+1-835-976-6416,03/06/17
CL-2820,Automotive Holdings Corp,Aerospace,"$54,835,402",671-470-3441,2021-10-28
CL-2821,Real Estate Group LLC,Manufacturing,"€26,828,705",893.558.6710,2019-08-17
CL-2822,Retail Holdings Corp,Aerospace,"€11,521,659",511.552.6856,2020-06-29
CL-2823,Finance International,Real Estate,"$56,798,756",453-652-5098,1600850080
CL-2824,Banking Systems,Banking,"$58,096,487.00",(377) 971-7951,14/12/2022
CL-2825,Automotive International,Finance,"8,947,134",+1-439-285-8069,1612082080
CL-2826,Manufacturing Solutions Inc,Technology,"97,784,883",752-346-3048,08/12/18
CL-2827,Insurance International,Construction,"""72,214,939.00""",714.552.2481,29-May-2025
CL-2828,Technology Holdings Corp,Energy,"92,203,884",(379) 939-4891,20-Mar-2024
CL-2829,Real Estate Group LLC,Energy,"$82,823,674.00",(935) 539-5797,2025-02-14
CL-2830,Technology Group LLC,Pharmaceuticals,"$83,548,875",286-239-3568,2021-08-30
CL-2831,Aerospace Solutions Inc,Pharmaceuticals,82195906,+1-547-265-8404,02/06/24
CL-2832,Automotive Systems,Banking,"66,655,526",+1-359-360-2604,1681202080
CL-2833,Insurance Partners,Energy,"$4,611,130",778-726-8392,24/10/2021
CL-2834,Construction Group LLC,Manufacturing,"""35,130,969.00""",(252) 210-3909,07/10/2022
CL-2835,Automotive Group LLC,Aerospace,"$86,624,361.00",374-808-6180,15/12/21
CL-2836,Aerospace Systems,Automotive,"€37,660,566",906.670.6701,06/04/21
CL-2837,Healthcare Solutions Inc,Telecommunications,"33,693,683",+1-880-335-8313,12/07/16
CL-2838,Automotive Solutions Inc,Energy,"$42,675,192",+1-202-300-4850,18/01/2024
CL-2839,Insurance Systems,Transportation,"€71,192,097",+1-998-852-7735,1719131680
CL-2840,Automotive Partners,Aerospace,"""80,525,475.00""",863-697-8019,01-Dec-2017
CL-2841,Banking Systems,Technology,"$7,758,413.00",+1-667-316-8105,10/07/2020
CL-2842,Finance Group LLC,Healthcare,"""1,861,645.00""",(282) 983-2804,27-Nov-2019
CL-2843,Real Estate Group LLC,Aerospace,"""54,073,432.00""",598-317-4048,1640334880
CL-2844,Insurance Systems,Banking,"$68,172,742",635-446-6806,1615192480
CL-2845,Manufacturing Holdings Corp,Automotive,"$28,846,585.00",400-757-9597,10/09/20
CL-2846,Energy Solutions Inc,Pharmaceuticals,40878686,590-380-9097,03-Jan-2017
CL-2847,Real Estate Partners,Insurance,"$92,831,475",841.887.2675,2022-06-30
CL-2848,Banking Partners,Telecommunications,56788698,227.456.7361,2022-11-26
CL-2849,Telecommunications Group LLC,Telecommunications,"4,799,276",425-698-4732,20/09/2022
CL-2850,Banking International,Insurance,"$89,760,953",694.259.7280,2018-08-14
CL-2851,Banking Systems,Energy,"$78,713,329.00",+1-756-662-3790,2024-10-13
CL-2852,Healthcare International,Automotive,"60,908,086",991-610-1875,11/01/2018
CL-2853,Aerospace Partners,Aerospace,"""81,566,532.00""",365-338-2744,15-Mar-2025
CL-2854,Banking Solutions Inc,Telecommunications,"€84,189,631",(304) 209-8088,05/11/19
CL-2855,Construction Solutions Inc,Retail,"""81,044,457.00""",560-659-3916,01/09/20
CL-2856,Healthcare Solutions Inc,Telecommunications,"€29,354,723",927-804-1877,12/12/19
CL-2857,Energy Partners,Healthcare,"€26,303,414",912-375-2882,2016-12-02
CL-2858,Aerospace International,Real Estate,"$36,938,256.00",(972) 246-6086,09-May-2019
CL-2859,Manufacturing International,Insurance,46868421,(440) 896-9981,17/01/2018
CL-2860,Manufacturing Holdings Corp,Transportation,"""59,780,031.00""",271.814.4018,1475915680
CL-2861,Banking Group LLC,Construction,"$55,467,710.00",324-912-9880,28-Sep-2016
CL-2862,Insurance International,Banking,"$43,726,741.00",(521) 598-4565,21/03/2023
CL-2863,Banking Holdings Corp,Pharmaceuticals,"7,193,001",638.912.6011,18-Jul-2018
CL-2864,Aerospace International,Banking,95303819,695.851.4083,1724056480
CL-2865,Transportation Group LLC,Healthcare,"$84,443,168",639-663-1471,24/07/20
CL-2866,Transportation Group LLC,Banking,"$18,797,823",(861) 374-5429,2018-07-18
CL-2867,Banking Group LLC,Finance,"$42,966,025.00",296.757.2636,19/05/2022
CL-2868,Pharmaceuticals Solutions Inc,Pharmaceuticals,"$94,029,965",972.576.1119,2022-09-15
CL-2869,Healthcare Holdings Corp,Pharmaceuticals,"37,770,884",789.491.2688,30/09/25
CL-2870,Technology Systems,Manufacturing,"""41,276,314.00""",+1-295-900-1914,07/06/16
CL-2871,Aerospace Holdings Corp,Manufacturing,"$78,565,391",+1-236-849-3859,08/03/2019
CL-2872,Insurance Group LLC,Finance,"$47,570,076",750.592.2528,21/03/2023
CL-2873,Retail Holdings Corp,Insurance,"€38,640,380",352-501-1036,05-Jul-2018
CL-2874,Insurance Holdings Corp,Retail,"$73,316,237",443-463-4419,1548146080
CL-2875,Automotive International,Banking,"""49,582,968.00""",+1-379-491-5081,25-Sep-2016
CL-2876,Retail Holdings Corp,Technology,"""78,526,539.00""",367.977.9569,04/03/16
CL-2877,Transportation International,Insurance,"$39,034,516",530-815-2574,1646469280
CL-2878,Retail Solutions Inc,Telecommunications,"80,445,871",548-480-3234,1479630880
CL-2879,Real Estate International,Energy,"""83,046,026.00""",(667) 216-7694,05/05/2019
CL-2880,Technology International,Construction,"$12,010,615.00",976.420.9578,1733560480
CL-2881,Energy Systems,Energy,"""1,006,914.00""",278-755-9276,1531125280
CL-2882,Transportation Systems,Aerospace,"€28,435,471",412.576.8126,27-Aug-2022
CL-2883,Banking International,Construction,"""66,024,805.00""",+1-246-338-5330,28/12/2021
CL-2884,Manufacturing Partners,Transportation,"$41,354,266",538.257.4943,1750322080
CL-2885,Healthcare Systems,Insurance,"€34,469,627",494-786-5005,15-Jan-2020
CL-2886,Automotive Systems,Retail,"$3,917,311.00",982-344-8197,2017-03-16
CL-2887,Manufacturing Group LLC,Construction,"62,695,387",(585) 977-8779,29/11/21
CL-2888,Energy Group LLC,Banking,"""41,808,173.00""",416-843-5229,19/03/18
CL-2889,Pharmaceuticals Group LLC,Healthcare,30843354,895-631-2454,06/09/21
CL-2890,Technology Holdings Corp,Technology,"$62,948,301",891-623-3226,2021-01-14
CL-2891,Transportation International,Transportation,66549917,471.707.7133,18/09/2016
CL-2892,Manufacturing Group LLC,Aerospace,"""62,699,325.00""",228-971-4932,04-Jan-2017
CL-2893,Finance Solutions Inc,Construction,"""57,539,275.00""",282.515.8293,07-Aug-2020
CL-2894,Insurance Group LLC,Pharmaceuticals,"$84,482,121.00",233.858.1762,1553934880
CL-2895,Retail Systems,Finance,"""97,952,375.00""",450-737-6464,20/11/22
CL-2896,Automotive Systems,Energy,5941784,(229) 784-2289,03/12/2022
CL-2897,Healthcare International,Healthcare,"68,359,074",(953) 608-6150,22/06/2019
CL-2898,Transportation Holdings Corp,Insurance,"""58,228,456.00""",947-513-8706,24/12/2024
