matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-1758,CL-1758,Banking Solutions Inc v. ACME Corp - Employment Dispute,Contracts,26-Feb-2025,Daniel Park,40K
MAT-1759,CL-1759,Aerospace Partners - Regulatory Inquiry,Employment,15/11/2024,Mark Thompson,"$31,426"
MAT-1760,CL-1760,Aerospace Holdings Corp - Regulatory Inquiry,Litigation,21/05/23,Mark Thompson,42K
MAT-1761,CL-1761,Automotive Systems - Contract Breach,Regulatory,13-Jun-2023,Mark Thompson,38468
MAT-1762,CL-1762,Real Estate Systems - Contract Breach,Environmental,27-Jan-2022,Lina Gomez,"""29,479.00"""
MAT-1763,CL-1763,Telecommunications Holdings Corp - Master Services Agreement Negotiation,Tax,16/07/21,Michael Brown,35060
MAT-1764,CL-1764,Finance International v. ACME Corp - Employment Dispute,M&A,23/03/24,Ayesha Khan,18K
MAT-1765,CL-1765,Automotive Holdings Corp v. ACME Corp - Employment Dispute,Employment,2022-01-19,Mark Thompson,37437
MAT-1766,CL-1766,Energy Group LLC v. ACME Corp - Employment Dispute,Tax,21/08/25,Hannah Lee,38K
MAT-1767,CL-1767,Banking International v. ACME Corp - Employment Dispute,Litigation,23/04/2022,Michael Brown,32374
MAT-1768,CL-1768,Telecommunications Holdings Corp - Contract Breach,Regulatory,1746866080,Robert Taylor,40K
MAT-1769,CL-1769,Energy Solutions Inc - Master Services Agreement Negotiation,Immigration,06-Feb-2024,James Wilson,31K
MAT-1770,CL-1770,Real Estate Solutions Inc - Master Services Agreement Negotiation,M&A,2021-06-03,Lina Gomez,8961
MAT-1771,CL-1771,Real Estate Group LLC v. ACME Corp - Employment Dispute,Tax,06-Apr-2023,Robert Taylor,45K
MAT-1772,CL-1772,Telecommunications Partners - Master Services Agreement Negotiation,Contracts,29/11/2025,Mark Thompson,39K
MAT-1773,CL-1773,Healthcare International - Master Services Agreement Negotiation,Environmental,29/06/2022,Sarah Chen,"$19,033"
MAT-1774,CL-1774,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,Tax,2024-09-27,James Wilson,"$37,951.00"
MAT-1775,CL-1775,Retail Holdings Corp - Regulatory Inquiry,Tax,14-Feb-2021,Daniel Park,24632
MAT-1776,CL-1776,Retail International - Regulatory Inquiry,Employment,24-Apr-2024,Sarah Chen,"""30,188.00"""
MAT-1777,CL-1777,Aerospace Holdings Corp - Master Services Agreement Negotiation,M&A,02/01/25,Sarah Chen,16K
MAT-1778,CL-1778,Telecommunications Solutions Inc - Regulatory Inquiry,M&A,05/06/2022,Sarah Chen,14442
MAT-1779,CL-1779,Technology Holdings Corp - Contract Breach,Tax,16/09/21,Mark Thompson,"""21,129.00"""
MAT-1780,CL-1780,Energy Holdings Corp v. ACME Corp - Employment Dispute,Corporate,2021-06-04,Daniel Park,21K
MAT-1781,CL-1781,Energy Partners - Regulatory Inquiry,IP,2025-08-20,Sarah Chen,"$42,400.00"
MAT-1782,CL-1782,Energy Systems - Contract Breach,Environmental,24/04/25,James Wilson,"$17,444.00"
MAT-1783,CL-1783,Telecommunications Systems - Regulatory Inquiry,Employment,2025-12-01,Hannah Lee,15843
MAT-1784,CL-1784,Insurance Group LLC - Master Services Agreement Negotiation,Corporate,1696840480,Mark Thompson,44K
MAT-1785,CL-1785,Technology Holdings Corp v. ACME Corp - Employment Dispute,Employment,25/10/21,Emily Davis,22K
MAT-1786,CL-1786,Finance Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,21/09/2023,Sarah Chen,5K
MAT-1787,CL-1787,Real Estate Holdings Corp v. ACME Corp - Employment Dispute,Employment,1688373280,James Wilson,41K
MAT-1788,CL-1788,Healthcare Holdings Corp - Contract Breach,Employment,04/11/2021,James Wilson,40K
MAT-1789,CL-1789,Retail International v. ACME Corp - Employment Dispute,Litigation,13/10/21,Hannah Lee,43K
MAT-1790,CL-1790,Real Estate Holdings Corp v. ACME Corp - Employment Dispute,Employment,09/04/2022,Mark Thompson,"15,487"
MAT-1791,CL-1791,Technology International - Master Services Agreement Negotiation,Immigration,2024-04-16,Mark Thompson,23K
MAT-1792,CL-1792,Telecommunications Partners - Regulatory Inquiry,Litigation,06-Sep-2022,Sarah Chen,"$43,042"
MAT-1793,CL-1793,Pharmaceuticals Solutions Inc - Master Services Agreement Negotiation,Litigation,2025-11-20,Hannah Lee,15635
MAT-1794,CL-1794,Transportation Partners v. ACME Corp - Employment Dispute,IP,18/08/2025,Hannah Lee,25K
MAT-1795,CL-1795,Banking Group LLC v. ACME Corp - Employment Dispute,Immigration,29/08/2023,Sarah Chen,45K
MAT-1796,CL-1796,Finance International - Regulatory Inquiry,Immigration,28/04/23,Hannah Lee,"€44,312"
MAT-1797,CL-1797,Retail Group LLC - Master Services Agreement Negotiation,Tax,08-Jul-2022,James Wilson,32K
MAT-1798,CL-1798,Telecommunications Solutions Inc - Regulatory Inquiry,Environmental,29/02/2024,Mark Thompson,14799
MAT-1799,CL-1799,Energy Group LLC - Master Services Agreement Negotiation,Employment,06/11/24,Mark Thompson,38907
MAT-1800,CL-1800,Construction International - Regulatory Inquiry,Litigation,09/04/21,Sarah Chen,"20,454"
MAT-1801,CL-1801,Energy Solutions Inc v. ACME Corp - Employment Dispute,IP,1738485280,Hannah Lee,30856
MAT-1802,CL-1802,Retail International - Regulatory Inquiry,Regulatory,11-Nov-2025,Hannah Lee,25521
MAT-1803,CL-1803,Retail Partners - Master Services Agreement Negotiation,Immigration,1686558880,Sarah Chen,"$34,372.00"
MAT-1804,CL-1804,Finance Solutions Inc - Regulatory Inquiry,Contracts,25/10/2021,Robert Taylor,47K
MAT-1805,CL-1805,Banking Partners v. ACME Corp - Employment Dispute,Corporate,1681461280,Sarah Chen,8395
MAT-1806,CL-1806,Healthcare Group LLC v. ACME Corp - Employment Dispute,Employment,2023-05-27,Daniel Park,16696
MAT-1807,CL-1807,Technology Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,20/12/2020,Daniel Park,"€9,786"
MAT-1808,CL-1808,Aerospace Systems - Contract Breach,Contracts,11-Jun-2021,Lina Gomez,"$14,015"
MAT-1809,CL-1809,Energy Group LLC - Master Services Agreement Negotiation,Litigation,14/12/2020,Lina Gomez,33630
MAT-1810,CL-1810,Real Estate International - Contract Breach,Environmental,13/03/2023,Hannah Lee,20K
MAT-1811,CL-1811,Insurance Partners - Master Services Agreement Negotiation,Contracts,21/10/2022,Ayesha Khan,41132
MAT-1812,CL-1812,Finance International - Regulatory Inquiry,Corporate,1645950880,Ayesha Khan,35108
MAT-1813,CL-1813,Finance Group LLC - Regulatory Inquiry,Tax,19-May-2024,Daniel Park,47K
MAT-1814,CL-1814,Telecommunications Partners v. ACME Corp - Employment Dispute,Regulatory,2022-12-30,Mark Thompson,42K
MAT-1815,CL-1815,Real Estate Partners - Regulatory Inquiry,Corporate,05/08/22,Robert Taylor,49201
MAT-1816,CL-1816,Transportation Group LLC - Master Services Agreement Negotiation,M&A,1637224480,Michael Brown,27687
MAT-1817,CL-1817,Technology International - Master Services Agreement Negotiation,Tax,26-Oct-2023,Michael Brown,"41,607"
MAT-1818,CL-1818,Banking Partners - Contract Breach,Environmental,1656318880,Robert Taylor,17K
MAT-1819,CL-1819,Construction Solutions Inc - Master Services Agreement Negotiation,Corporate,2025-03-20,Sarah Chen,20K
MAT-1820,CL-1820,Manufacturing International v. ACME Corp - Employment Dispute,Litigation,29-Jun-2022,Mark Thompson,41K
MAT-1821,CL-1821,Automotive Holdings Corp v. ACME Corp - Employment Dispute,Contracts,03/11/23,Hannah Lee,27K
MAT-1822,CL-1822,Banking Solutions Inc - Master Services Agreement Negotiation,IP,2022-06-26,James Wilson,"28,004"
MAT-1823,CL-1823,Healthcare Systems - Master Services Agreement Negotiation,Regulatory,1745224480,James Wilson,6698
MAT-1824,CL-1824,Energy Group LLC - Regulatory Inquiry,Litigation,1645605280,Mark Thompson,33K
MAT-1825,CL-1825,Pharmaceuticals International v. ACME Corp - Employment Dispute,Environmental,2021-02-18,Daniel Park,6994
MAT-1826,CL-1826,Banking International - Regulatory Inquiry,Tax,1739694880,Hannah Lee,"€22,092"
MAT-1827,CL-1827,Real Estate International - Master Services Agreement Negotiation,Immigration,18/01/21,Michael Brown,18K
MAT-1828,CL-1828,Manufacturing Systems - Master Services Agreement Negotiation,Employment,10/01/2023,Hannah Lee,33K
MAT-1829,CL-1829,Energy Partners v. ACME Corp - Employment Dispute,Environmental,09-Dec-2023,Ayesha Khan,49220
MAT-1830,CL-1830,Energy International v. ACME Corp - Employment Dispute,Employment,12/06/23,Hannah Lee,43098
MAT-1831,CL-1831,Insurance Group LLC - Regulatory Inquiry,Employment,2024-03-15,Mark Thompson,20K
MAT-1832,CL-1832,Healthcare Systems - Master Services Agreement Negotiation,Corporate,26/07/2024,Hannah Lee,33K
MAT-1833,CL-1833,Real Estate Systems - Master Services Agreement Negotiation,IP,07/08/24,Daniel Park,"€38,386"
MAT-1834,CL-1834,Energy International - Master Services Agreement Negotiation,M&A,2023-10-31,Emily Davis,49401
MAT-1835,CL-1835,Automotive International - Master Services Agreement Negotiation,Immigration,18/03/2024,Hannah Lee,"$21,569.00"
MAT-1836,CL-1836,Finance Partners v. ACME Corp - Employment Dispute,IP,1672994080,Hannah Lee,32K
MAT-1837,CL-1837,Healthcare Holdings Corp - Regulatory Inquiry,Tax,03-Jun-2023,Emily Davis,17K
MAT-1838,CL-1838,Insurance Solutions Inc - Master Services Agreement Negotiation,Environmental,2021-01-31,Michael Brown,18737
MAT-1839,CL-1839,Insurance Partners - Regulatory Inquiry,M&A,26-Jun-2024,Michael Brown,18430
MAT-1840,CL-1840,Healthcare Partners - Master Services Agreement Negotiation,IP,23-Nov-2023,Sarah Chen,7948
MAT-1841,CL-1841,Manufacturing Partners v. ACME Corp - Employment Dispute,Employment,2022-05-23,Daniel Park,"$12,243"
MAT-1842,CL-1842,Healthcare Group LLC - Contract Breach,Litigation,27/09/21,James Wilson,42K
MAT-1843,CL-1843,Finance International - Regulatory Inquiry,Tax,29/01/2022,Hannah Lee,"""49,499.00"""
MAT-1844,CL-1844,Retail International - Master Services Agreement Negotiation,Tax,2022-03-27,Hannah Lee,37K
MAT-1845,CL-1845,Pharmaceuticals Solutions Inc - Contract Breach,Environmental,1661589280,Emily Davis,41288
MAT-1846,CL-1846,Insurance Systems - Master Services Agreement Negotiation,Tax,1611563680,James Wilson,19K
MAT-1847,CL-1847,Telecommunications Partners - Regulatory Inquiry,Employment,2021-06-28,Hannah Lee,44K
MAT-1848,CL-1848,Energy Solutions Inc - Regulatory Inquiry,Regulatory,12/05/2023,Robert Taylor,7734
MAT-1849,CL-1849,Real Estate Solutions Inc - Master Services Agreement Negotiation,IP,23-Nov-2023,Lina Gomez,43K
MAT-1850,CL-1850,Energy International - Master Services Agreement Negotiation,Immigration,22/01/23,Sarah Chen,47283
MAT-1851,CL-1851,Aerospace Holdings Corp - Master Services Agreement Negotiation,Immigration,1643272480,Emily Davis,37K
MAT-1852,CL-1852,Construction Group LLC - Master Services Agreement Negotiation,IP,29-May-2022,Ayesha Khan,"27,795"
MAT-1853,CL-1853,Automotive International - Master Services Agreement Negotiation,Environmental,24/09/22,Ayesha Khan,"€40,345"
MAT-1854,CL-1854,Automotive Systems v. ACME Corp - Employment Dispute,Contracts,22/11/23,Daniel Park,25K
MAT-1855,CL-1855,Technology Solutions Inc v. ACME Corp - Employment Dispute,Contracts,1750235680,Michael Brown,21K
MAT-1856,CL-1856,Real Estate Systems - Master Services Agreement Negotiation,Litigation,1683880480,Sarah Chen,14192
MAT-1857,CL-1857,Telecommunications Systems v. ACME Corp - Employment Dispute,Litigation,07-May-2023,Ayesha Khan,17K
MAT-1858,CL-1858,Construction Holdings Corp - Regulatory Inquiry,Litigation,06-Sep-2021,James Wilson,49156
MAT-1859,CL-1859,Transportation Systems - Contract Breach,Tax,12/12/2021,Emily Davis,34K
MAT-1860,CL-1860,Telecommunications Holdings Corp - Regulatory Inquiry,Environmental,2022-04-22,Hannah Lee,11937
MAT-1861,CL-1861,Insurance Systems v. ACME Corp - Employment Dispute,IP,2025-10-18,Lina Gomez,"$37,406"
MAT-1862,CL-1862,Banking International - Contract Breach,Corporate,22/01/2022,Mark Thompson,29055
MAT-1863,CL-1863,Real Estate Partners - Master Services Agreement Negotiation,M&A,1607502880,Mark Thompson,25357
MAT-1864,CL-1864,Transportation Systems v. ACME Corp - Employment Dispute,Employment,1690619680,Emily Davis,"$22,918"
MAT-1865,CL-1865,Banking International v. ACME Corp - Employment Dispute,M&A,1754123680,Michael Brown,41893
MAT-1866,CL-1866,Technology International - Contract Breach,Employment,05/04/25,Daniel Park,35552
MAT-1867,CL-1867,Healthcare International - Master Services Agreement Negotiation,Litigation,25/07/21,Michael Brown,"$23,695.00"
MAT-1868,CL-1868,Aerospace Partners - Contract Breach,Regulatory,11/03/2024,Hannah Lee,48K
MAT-1869,CL-1869,Real Estate Systems - Master Services Agreement Negotiation,Tax,20-Jul-2022,Lina Gomez,19K
MAT-1870,CL-1870,Real Estate Solutions Inc - Regulatory Inquiry,Employment,10/06/2023,Michael Brown,"$22,112"
MAT-1871,CL-1871,Pharmaceuticals International - Master Services Agreement Negotiation,Tax,2024-05-02,Daniel Park,11K
MAT-1872,CL-1872,Aerospace Systems - Regulatory Inquiry,Corporate,18-Jul-2024,Lina Gomez,21K
MAT-1873,CL-1873,Energy Systems - Master Services Agreement Negotiation,Corporate,17-May-2025,James Wilson,15882
MAT-1874,CL-1874,Energy Partners - Regulatory Inquiry,Tax,1760776480,Daniel Park,22775
MAT-1875,CL-1875,Manufacturing Solutions Inc - Contract Breach,Contracts,08-Dec-2020,James Wilson,49K
MAT-1876,CL-1876,Manufacturing Systems - Regulatory Inquiry,Litigation,15/10/23,Ayesha Khan,25657
MAT-1877,CL-1877,Telecommunications Holdings Corp - Master Services Agreement Negotiation,Employment,2024-06-21,James Wilson,46745
MAT-1878,CL-1878,Retail International - Master Services Agreement Negotiation,Contracts,17/10/23,Daniel Park,"€37,034"
MAT-1879,CL-1879,Transportation Group LLC - Master Services Agreement Negotiation,Environmental,15/08/25,Ayesha Khan,28K
MAT-1880,CL-1880,Pharmaceuticals Partners - Contract Breach,M&A,31-Dec-2024,Lina Gomez,33K
MAT-1881,CL-1881,Technology International - Contract Breach,M&A,1708677280,Hannah Lee,12K
MAT-1882,CL-1882,Retail Solutions Inc v. ACME Corp - Employment Dispute,Litigation,1663576480,Robert Taylor,22703
MAT-1883,CL-1883,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,Immigration,1614069280,Lina Gomez,25K
MAT-1884,CL-1884,Pharmaceuticals Systems - Regulatory Inquiry,Contracts,12-Dec-2022,Sarah Chen,47K
MAT-1885,CL-1885,Automotive Group LLC v. ACME Corp - Employment Dispute,Employment,22/02/21,Lina Gomez,7057
MAT-1886,CL-1886,Finance Partners - Regulatory Inquiry,Litigation,2023-11-04,Emily Davis,27794
MAT-1887,CL-1887,Construction Solutions Inc - Master Services Agreement Negotiation,Litigation,1674722080,Hannah Lee,27024
MAT-1888,CL-1888,Retail Group LLC - Contract Breach,Tax,04-Jun-2025,Emily Davis,18881
MAT-1889,CL-1889,Technology Solutions Inc - Contract Breach,Litigation,1714984480,Hannah Lee,"""37,266.00"""
MAT-1890,CL-1890,Automotive Group LLC v. ACME Corp - Employment Dispute,M&A,2023-09-24,Robert Taylor,"""43,489.00"""
MAT-1891,CL-1891,Finance Group LLC - Contract Breach,M&A,24/08/2025,Daniel Park,5K
MAT-1892,CL-1892,Manufacturing Solutions Inc - Contract Breach,Contracts,01-Apr-2024,Sarah Chen,13251
MAT-1893,CL-1893,Transportation Group LLC - Regulatory Inquiry,Tax,04-Aug-2022,Michael Brown,"€41,862"
MAT-1894,CL-1894,Manufacturing Systems - Regulatory Inquiry,IP,09-May-2025,Robert Taylor,"$12,948.00"
MAT-1895,CL-1895,Finance Group LLC v. ACME Corp - Employment Dispute,Contracts,1719822880,James Wilson,17983
MAT-1896,CL-1896,Telecommunications International - Regulatory Inquiry,Corporate,1663144480,Daniel Park,"$14,262.00"
MAT-1897,CL-1897,Automotive Group LLC - Regulatory Inquiry,Environmental,1694334880,Hannah Lee,28630
MAT-1898,CL-1898,Telecommunications Partners - Master Services Agreement Negotiation,Employment,31-Jul-2021,Sarah Chen,19K
MAT-1899,CL-1899,Healthcare Holdings Corp - Regulatory Inquiry,Regulatory,02/04/2024,Robert Taylor,"49,170"
MAT-1900,CL-1900,Telecommunications Solutions Inc v. ACME Corp - Employment Dispute,M&A,1683275680,Hannah Lee,"$15,177.00"
MAT-1901,CL-1901,Insurance International - Contract Breach,Environmental,21-Sep-2022,Lina Gomez,22K
MAT-1902,CL-1902,Construction Group LLC - Contract Breach,Litigation,07/12/23,Robert Taylor,38K
MAT-1903,CL-1903,Telecommunications Systems v. ACME Corp - Employment Dispute,Regulatory,1677400480,Mark Thompson,49633
MAT-1904,CL-1904,Energy Partners - Regulatory Inquiry,Immigration,2025-03-05,Ayesha Khan,49746
MAT-1905,CL-1905,Manufacturing Solutions Inc - Regulatory Inquiry,Environmental,2023-09-16,Ayesha Khan,36181
MAT-1906,CL-1906,Healthcare Systems v. ACME Corp - Employment Dispute,M&A,1629016480,Daniel Park,7K
MAT-1907,CL-1907,Banking International - Regulatory Inquiry,Litigation,19/06/25,Mark Thompson,41204
MAT-1908,CL-1908,Energy Systems - Master Services Agreement Negotiation,Employment,15/12/2023,Daniel Park,13K
MAT-1909,CL-1909,Aerospace International v. ACME Corp - Employment Dispute,Contracts,31/03/2023,Daniel Park,49510
MAT-1910,CL-1910,Construction Partners - Contract Breach,Immigration,10-Jun-2023,Hannah Lee,37136
MAT-1911,CL-1911,Pharmaceuticals Holdings Corp v. ACME Corp - Employment Dispute,Environmental,1708331680,Ayesha Khan,19K
MAT-1912,CL-1912,Real Estate Systems - Regulatory Inquiry,Contracts,01/01/2023,Michael Brown,44840
MAT-1913,CL-1913,Telecommunications Systems - Master Services Agreement Negotiation,Litigation,2025-09-08,Mark Thompson,14040
MAT-1914,CL-1914,Banking Partners - Regulatory Inquiry,Contracts,22/06/2024,Mark Thompson,46K
MAT-1915,CL-1915,Pharmaceuticals International - Contract Breach,Corporate,14-Sep-2024,James Wilson,9475
MAT-1916,CL-1916,Energy Group LLC - Regulatory Inquiry,Employment,03/12/2023,Daniel Park,5281
MAT-1917,CL-1917,Real Estate Group LLC - Regulatory Inquiry,Employment,18-May-2023,Emily Davis,"$6,987.00"
MAT-1918,CL-1918,Telecommunications International - Regulatory Inquiry,Environmental,15/03/21,Ayesha Khan,35610
MAT-1919,CL-1919,Transportation Group LLC v. ACME Corp - Employment Dispute,Environmental,02/11/2024,Michael Brown,10612
MAT-1920,CL-1920,Healthcare International v. ACME Corp - Employment Dispute,Contracts,01/03/2022,Michael Brown,"$44,750"
MAT-1921,CL-1921,Energy Solutions Inc - Master Services Agreement Negotiation,Immigration,01/12/25,Daniel Park,35K
MAT-1922,CL-1922,Technology Systems - Regulatory Inquiry,Tax,12/01/2021,Mark Thompson,"""12,945.00"""
MAT-1923,CL-1923,Aerospace International v. ACME Corp - Employment Dispute,Contracts,2022-07-29,Ayesha Khan,42370
MAT-1924,CL-1924,Energy Systems v. ACME Corp - Employment Dispute,Regulatory,12/05/2021,Mark Thompson,"€45,676"
MAT-1925,CL-1925,Aerospace Systems v. ACME Corp - Employment Dispute,Litigation,2023-05-04,Mark Thompson,34194
MAT-1926,CL-1926,Finance Holdings Corp - Master Services Agreement Negotiation,Regulatory,29/04/2021,Daniel Park,33439
MAT-1927,CL-1927,Automotive Systems - Regulatory Inquiry,Tax,07/11/25,James Wilson,23328
MAT-1928,CL-1928,Aerospace Partners - Contract Breach,Tax,31/05/2022,Emily Davis,"€37,350"
MAT-1929,CL-1929,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Litigation,02-Feb-2022,James Wilson,5320
MAT-1930,CL-1930,Aerospace Holdings Corp v. ACME Corp - Employment Dispute,M&A,04/09/25,James Wilson,"$45,541"
MAT-1931,CL-1931,Manufacturing Solutions Inc - Contract Breach,Corporate,14/04/24,Robert Taylor,"13,384"
